ticker	sponsor_name	nct_id	phase	overall_status	brief_title	study_first_submitted_date	start_date	intervention_type	intervention_name	conditions	data_source	drug_chembl_id	target_chembl_id	action_type	target_name	gene_symbol	target_type
ABBV	AbbVie	NCT03484520	PHASE1	TERMINATED	A Study of Venetoclax and Dinaciclib (MK7965) in Patients With Relapsed/Refractory Acute Myeloid Leukemia	2018-03-26	2018-07-23	DRUG	Dinaciclib	Cancer - Acute Myeloid Leukemia	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT03595059	PHASE1	COMPLETED	A Study With ABBV-155 Alone and in Combination With Taxane Therapy in Adults With Relapsed and/or Refractory Solid Tumors	2018-07-12	2018-07-13	DRUG	Docetaxel	Advanced Solid Tumors	AACT/ClinicalTrials.gov	CHEMBL92	CHEMBL2095182	INHIBITOR	Tubulin	TUBB1	complex
ABBV	AbbVie	NCT03595059	PHASE1	COMPLETED	A Study With ABBV-155 Alone and in Combination With Taxane Therapy in Adults With Relapsed and/or Refractory Solid Tumors	2018-07-12	2018-07-13	DRUG	Docetaxel	Advanced Solid Tumors	AACT/ClinicalTrials.gov	CHEMBL92	CHEMBL2095182	STABILISER	Tubulin	TUBB1	complex
ABBV	AbbVie	NCT02640833	PHASE1	WITHDRAWN	A Study of Duvelisib and Venetoclax in Subjects With Relapsed or Refractory Chronic Lymphocytic Leukemia, Small Lymphocytic Lymphoma, or Indolent or Aggressive Non-Hodgkin Lymphoma, Who Have Not Previously Received a Bcl-2 or PI3K Inhibitor	2015-12-23	2016-07-31	DRUG	Duvelisib	Chronic Lymphocytic Leukemia | Non-Hodgkin Lymphoma | Small Lymphocytic Lymphoma	AACT/ClinicalTrials.gov	CHEMBL3039502	CHEMBL3130	INHIBITOR	PI3-kinase p110-delta subunit	PIK3CD	single_protein
ABBV	AbbVie	NCT02640833	PHASE1	WITHDRAWN	A Study of Duvelisib and Venetoclax in Subjects With Relapsed or Refractory Chronic Lymphocytic Leukemia, Small Lymphocytic Lymphoma, or Indolent or Aggressive Non-Hodgkin Lymphoma, Who Have Not Previously Received a Bcl-2 or PI3K Inhibitor	2015-12-23	2016-07-31	DRUG	Duvelisib	Chronic Lymphocytic Leukemia | Non-Hodgkin Lymphoma | Small Lymphocytic Lymphoma	AACT/ClinicalTrials.gov	CHEMBL3039502	CHEMBL3267	INHIBITOR	PI3-kinase p110-gamma subunit	PIK3CG	single_protein
ABBV	AbbVie (prior sponsor, Abbott)	NCT01403038	PHASE1	COMPLETED	An Open-label Study of the Effects of Elagolix in Adult Premenopausal Females	2011-06-01	2011-06-30	DRUG	Elagolix	Folliculogenesis	AACT/ClinicalTrials.gov	CHEMBL1208155	CHEMBL1855	ANTAGONIST	Gonadotropin-releasing hormone receptor	GNRHR	single_protein
ABBV	AbbVie	NCT02099058	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating the Safety, Pharmacokinetics (PK), and Preliminary Efficacy of ABBV-399 in Participants With Advanced Solid Tumors	2014-03-26	2014-01-15	DRUG	Erlotinib	Advanced Solid Tumors Cancer	AACT/ClinicalTrials.gov	CHEMBL553	CHEMBL203	INHIBITOR	Epidermal growth factor receptor (EGFR)	EGFR	single_protein
ABBV	AbbVie	NCT02819999	PHASE1	TERMINATED	A Study of Rovalpituzumab Tesirine (SC16LD6.5) in the Frontline Treatment of Patients With Extensive Stage Small Cell Lung Cancer	2016-06-27	2016-10-31	DRUG	Etoposide	Small Cell Lung Cancer	AACT/ClinicalTrials.gov	CHEMBL44657	CHEMBL2094255	INHIBITOR	DNA topoisomerase II	TOP2A	single_protein
ABBV	AbbVie (prior sponsor, Abbott)	NCT00868413	PHASE1	COMPLETED	Study of ABT-263 When Administered in Combination With Either Fludarabine/Cyclophosphamide/Rituximab or Bendamustine/Rituximab in Relapsed or Refractory Chronic Lymphocytic Leukemia	2009-03-20	2009-11-30	DRUG	FCR	Chronic Lymphocytic Leukemia	AACT/ClinicalTrials.gov						
ABBV	AbbVie (prior sponsor, Abbott)	NCT01472016	PHASE1	COMPLETED	Study of ABT-700 in Subjects With Advanced Solid Tumors	2011-10-14	2011-10-06	DRUG	FOLFIRI	Advanced Solid Tumors	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT02033551	PHASE1	COMPLETED	A Study Evaluating Veliparib as a Single Agent or in Combination With Chemotherapy in Subjects With Solid Tumors	2014-01-08	2013-12-31	DRUG	FOLFIRI	Breast Cancer | Colon Cancer | Gastric Cancer | Lung Cancer | Ovarian Cancer | Solid Tumors	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT03082209	PHASE1	COMPLETED	A Study of the Safety and Tolerability of ABBV-621 in Participants With Previously-Treated Solid Tumors and Hematologic Malignancies	2017-03-14	2017-03-20	DRUG	FOLFIRI	Advanced Solid Tumors | Cancer | Hematologic Malignancies	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT01946074	PHASE1	COMPLETED	A Study of ABT-165 in Subjects With Solid Tumors	2013-09-17	2013-08-08	DRUG	FOLFIRI	Advanced Solid Tumors	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT03625505	PHASE1	COMPLETED	A Study to Assess Safety and Efficacy of Venetoclax in Combination With Gilteritinib in Participants With Relapsed/Refractory Acute Myeloid Leukemia	2018-08-08	2018-10-18	DRUG	Gilteritinib	Acute Myeloid Leukemia (AML)	AACT/ClinicalTrials.gov	CHEMBL3301622	CHEMBL1974	INHIBITOR	Tyrosine-protein kinase receptor FLT3	FLT3	single_protein
ABBV	AbbVie	NCT03625505	PHASE1	COMPLETED	A Study to Assess Safety and Efficacy of Venetoclax in Combination With Gilteritinib in Participants With Relapsed/Refractory Acute Myeloid Leukemia	2018-08-08	2018-10-18	DRUG	Gilteritinib	Acute Myeloid Leukemia (AML)	AACT/ClinicalTrials.gov	CHEMBL3301622	CHEMBL4895	INHIBITOR	Tyrosine-protein kinase receptor UFO (AXL)	AXL	single_protein
ABBV	AbbVie	NCT01969669	PHASE1	COMPLETED	A Study to Assess the Effect of Ketoconazole on the Metabolism of ABT-199	2013-10-22	2013-12-31	DRUG	Ketoconazole	Non-Hodgkin's Lymphoma	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT01484990	PHASE1	COMPLETED	A Pharmacokinetic Study of Levodopa and Carbidopa Intestinal Gel in Subjects With Advanced Parkinson's Disease	2011-07-28	2010-04-30	DRUG	Levodopa-Carbidopa	Parkinson Disease	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT01225302	PHASE1	COMPLETED	A Study of Linifanib (ABT-869) in Combination With Carboplatin/Paclitaxel in Japanese Subjects With Non-Small Cell Lung Cancer (NSCLC)	2010-09-28	2010-09-30	DRUG	Linifanib	Non-Small Cell Lung Cancer	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT03821935	PHASE1	ACTIVE_NOT_RECRUITING	Study to Determine the Safety, Tolerability, Pharmacokinetics and Recommended Phase 2 Dose (RP2D) of Livmoniplimab (ABBV-151) as a Single Agent and in Combination With Budigalimab (ABBV-181) in Participants With Locally Advanced or Metastatic Solid Tumors	2019-01-28	2019-02-21	DRUG	Livmoniplimab	Advanced Solid Tumors Cancer	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT00654758	PHASE1	COMPLETED	A Phase 1b Study With Volociximab in Combination With Carboplatin and Paclitaxel in First-line, Advanced Non-Small Cell Lung Cancer (NSCLC)	2008-04-04	2007-12-31	DRUG	M200 (Volociximab), Carboplatin, Paclitaxel	Non-small Cell Lung Cancer	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT01380704	PHASE1	COMPLETED	Safety and Pharmacodynamic Study of ABT-436 in Major Depressive Disorder	2011-06-01	2011-06-30	DRUG	Matching Placebo	Major Depressive Disorder	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT02772601	PHASE1	COMPLETED	This Study Tests the Effect of Risankizumab on the Metabolism in the Liver of Five Additional Drugs to Study Possible Drug Interactions in Patients With Psoriasis With or Without Psoriatic Arthritis	2016-05-12	2016-09-15	DRUG	Metoprolol	Psoriasis	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT02772601	PHASE1	COMPLETED	This Study Tests the Effect of Risankizumab on the Metabolism in the Liver of Five Additional Drugs to Study Possible Drug Interactions in Patients With Psoriasis With or Without Psoriatic Arthritis	2016-05-12	2016-09-15	DRUG	Midazolam	Psoriasis	AACT/ClinicalTrials.gov	CHEMBL626	CHEMBL2109244	POSITIVE ALLOSTERIC MODULATOR	GABA-A receptor (GABRA)	GABRA1	complex
ABBV	AbbVie	NCT04196283	PHASE1	COMPLETED	A Study to Determine the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of ABBV-368 Plus Tilsotolimod and Other Therapy Combinations in Participants With Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma	2019-12-06	2020-01-22	DRUG	Nab-paclitaxel	Advanced Solid Tumors Cancer	AACT/ClinicalTrials.gov	CHEMBL428647	CHEMBL2095182	INHIBITOR	Tubulin	TUBB1	complex
ABBV	AbbVie	NCT03893955	PHASE1	ACTIVE_NOT_RECRUITING	A Study to Determine the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of ABBV-927 With ABBV-368, Budigalimab (ABBV-181) and/or Chemotherapy in Participants With Locally Advanced or Metastatic Solid Tumors	2019-03-27	2019-05-21	DRUG	Nab-paclitaxel	Advanced Solid Tumors | Cancer | Metastatic Solid Tumors | Non-small-cell-lung-cancer (NSCLC) | Triple-Negative Breast Cancer (TNBC)	AACT/ClinicalTrials.gov	CHEMBL428647	CHEMBL2095182	INHIBITOR	Tubulin	TUBB1	complex
ABBV	AbbVie	NCT04041050	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating Safety and Tolerability, and Pharmacokinetics of Navitoclax Monotherapy and in Combination With Ruxolitinib in Participants With Myeloproliferative Neoplasm	2019-07-30	2019-11-08	DRUG	Navitoclax	Myeloproliferative Neoplasm	AACT/ClinicalTrials.gov	CHEMBL443684	CHEMBL4860	INHIBITOR	Apoptosis regulator Bcl-2	BCL2	single_protein
ABBV	AbbVie	NCT04041050	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating Safety and Tolerability, and Pharmacokinetics of Navitoclax Monotherapy and in Combination With Ruxolitinib in Participants With Myeloproliferative Neoplasm	2019-07-30	2019-11-08	DRUG	Navitoclax	Myeloproliferative Neoplasm	AACT/ClinicalTrials.gov	CHEMBL443684	CHEMBL4625	INHIBITOR	Apoptosis regulator Bcl-X (Bcl-XL)	BCL2L1	single_protein
ABBV	AbbVie	NCT04041050	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating Safety and Tolerability, and Pharmacokinetics of Navitoclax Monotherapy and in Combination With Ruxolitinib in Participants With Myeloproliferative Neoplasm	2019-07-30	2019-11-08	DRUG	Navitoclax	Myeloproliferative Neoplasm	AACT/ClinicalTrials.gov	CHEMBL443684	CHEMBL4677	INHIBITOR	Apoptosis regulator Bcl-W	BCL2L2	single_protein
ABBV	AbbVie	NCT03181126	PHASE1	COMPLETED	A Study of Venetoclax in Combination With Navitoclax and Chemotherapy in Subjects With Relapsed/Refractory Acute Lymphoblastic Leukemia or Relapsed/Refractory Lymphoblastic Lymphoma	2017-06-05	2017-11-27	DRUG	Navitoclax	Acute Lymphoblastic Leukemia (ALL) | Lymphoblastic Lymphoma	AACT/ClinicalTrials.gov	CHEMBL443684	CHEMBL4860	INHIBITOR	Apoptosis regulator Bcl-2	BCL2	single_protein
ABBV	AbbVie	NCT03181126	PHASE1	COMPLETED	A Study of Venetoclax in Combination With Navitoclax and Chemotherapy in Subjects With Relapsed/Refractory Acute Lymphoblastic Leukemia or Relapsed/Refractory Lymphoblastic Lymphoma	2017-06-05	2017-11-27	DRUG	Navitoclax	Acute Lymphoblastic Leukemia (ALL) | Lymphoblastic Lymphoma	AACT/ClinicalTrials.gov	CHEMBL443684	CHEMBL4625	INHIBITOR	Apoptosis regulator Bcl-X (Bcl-XL)	BCL2L1	single_protein
ABBV	AbbVie	NCT03181126	PHASE1	COMPLETED	A Study of Venetoclax in Combination With Navitoclax and Chemotherapy in Subjects With Relapsed/Refractory Acute Lymphoblastic Leukemia or Relapsed/Refractory Lymphoblastic Lymphoma	2017-06-05	2017-11-27	DRUG	Navitoclax	Acute Lymphoblastic Leukemia (ALL) | Lymphoblastic Lymphoma	AACT/ClinicalTrials.gov	CHEMBL443684	CHEMBL4677	INHIBITOR	Apoptosis regulator Bcl-W	BCL2L2	single_protein
ABBV	AbbVie	NCT02955251	PHASE1	COMPLETED	A Study of ABBV-428, an Immunotherapy, in Subjects With Advanced Solid Tumors	2016-11-02	2016-11-18	DRUG	Nivolumab	Advanced Solid Tumors Cancer	AACT/ClinicalTrials.gov	CHEMBL2108738	CHEMBL3307223	INHIBITOR	Programmed cell death protein 1 (PD-1)	PDCD1	single_protein
ABBV	AbbVie	NCT02099058	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating the Safety, Pharmacokinetics (PK), and Preliminary Efficacy of ABBV-399 in Participants With Advanced Solid Tumors	2014-03-26	2014-01-15	DRUG	Nivolumab	Advanced Solid Tumors Cancer	AACT/ClinicalTrials.gov	CHEMBL2108738	CHEMBL3307223	INHIBITOR	Programmed cell death protein 1 (PD-1)	PDCD1	single_protein
ABBV	AbbVie	NCT02772601	PHASE1	COMPLETED	This Study Tests the Effect of Risankizumab on the Metabolism in the Liver of Five Additional Drugs to Study Possible Drug Interactions in Patients With Psoriasis With or Without Psoriatic Arthritis	2016-05-12	2016-09-15	DRUG	Omeprazole	Psoriasis	AACT/ClinicalTrials.gov	CHEMBL1574	CHEMBL4805	INHIBITOR	H+/K+-ATPase alpha chain (ATP4A)	ATP4A	single_protein
ABBV	AbbVie	NCT02099058	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating the Safety, Pharmacokinetics (PK), and Preliminary Efficacy of ABBV-399 in Participants With Advanced Solid Tumors	2014-03-26	2014-01-15	DRUG	Osimertinib	Advanced Solid Tumors Cancer	AACT/ClinicalTrials.gov	CHEMBL3353410	CHEMBL203	INHIBITOR	Epidermal growth factor receptor (EGFR)	EGFR	single_protein
ABBV	AbbVie	NCT02033551	PHASE1	COMPLETED	A Study Evaluating Veliparib as a Single Agent or in Combination With Chemotherapy in Subjects With Solid Tumors	2014-01-08	2013-12-31	DRUG	Paclitaxel	Breast Cancer | Colon Cancer | Gastric Cancer | Lung Cancer | Ovarian Cancer | Solid Tumors	AACT/ClinicalTrials.gov	CHEMBL428647	CHEMBL2095182	INHIBITOR	Tubulin	TUBB1	complex
ABBV	AbbVie	NCT01225302	PHASE1	COMPLETED	A Study of Linifanib (ABT-869) in Combination With Carboplatin/Paclitaxel in Japanese Subjects With Non-Small Cell Lung Cancer (NSCLC)	2010-09-28	2010-09-30	DRUG	Paclitaxel	Non-Small Cell Lung Cancer	AACT/ClinicalTrials.gov	CHEMBL428647	CHEMBL2095182	INHIBITOR	Tubulin	TUBB1	complex
ABBV	AbbVie	NCT03400306	PHASE1	WITHDRAWN	A Study Evaluating the Bioavailability and Food Effect of Veliparib Tablets Followed by an Extension in Subjects With Ovarian Cancer	2018-01-12	2021-11-15	DRUG	Paclitaxel	Cancer - Ovarian	AACT/ClinicalTrials.gov	CHEMBL428647	CHEMBL2095182	INHIBITOR	Tubulin	TUBB1	complex
ABBV	AbbVie	NCT03595059	PHASE1	COMPLETED	A Study With ABBV-155 Alone and in Combination With Taxane Therapy in Adults With Relapsed and/or Refractory Solid Tumors	2018-07-12	2018-07-13	DRUG	Paclitaxel	Advanced Solid Tumors	AACT/ClinicalTrials.gov	CHEMBL428647	CHEMBL2095182	INHIBITOR	Tubulin	TUBB1	complex
ABBV	AbbVie	NCT00696904	PHASE1	COMPLETED	Study of ABT-333 in Both Healthy Volunteers and Hepatitis C Virus (HCV) + Genotype 1 Infected Subjects	2008-06-11	2008-06-30	DRUG	Placebo	HCV Infection	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT01908010	PHASE1	COMPLETED	Safety, Tolerability, and Pharmacokinetics of ABT-354 in Subjects With Mild-to-Moderate Alzheimer's Disease on Stable Doses of Acetylcholinesterase Inhibitors	2013-07-23	2013-07-31	DRUG	Placebo	Alzheimer's Disease	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT00888693	PHASE1	COMPLETED	A Multiple Dose Study of Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ABT-288 in Stable Subjects With Schizophrenia	2009-04-27	2008-11-30	DRUG	Placebo	Schizophrenia	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT00986037	PHASE1	COMPLETED	Assessment of the Safety of ABT-308 in Healthy Volunteers and Subjects With Asthma	2009-09-25	2009-10-31	DRUG	Placebo	Asthma	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT02531178	PHASE1	COMPLETED	A Study to Assess the Safety, Tolerability and Pharmacokinetics of Multiple Subcutaneous Injections of ABBV-257 in Subjects With Rheumatoid Arthritis	2015-07-14	2015-07-31	BIOLOGICAL	Placebo	Rheumatoid Arthritis	AACT/ClinicalTrials.gov						
ABBV	AbbVie (prior sponsor, Abbott)	NCT01741493	PHASE1	COMPLETED	A Study in Healthy Adults and Adult Subjects With Rheumatoid Arthritis to Evaluate the Safety, Tolerability and Pharmacokinetics After Multiple Doses of ABT-494	2012-12-03	2012-11-30	DRUG	Placebo	Rheumatoid Arthritis	AACT/ClinicalTrials.gov						
ABBV	AbbVie (prior sponsor, Abbott)	NCT01668511	PHASE1	COMPLETED	A Study to Evaluate the Safety, Tolerability and Pharmacokinetics of Multiple Subcutaneous Injections of ABT-981 in Patients With Osteoarthritis of the Knee	2012-08-01	2012-09-30	BIOLOGICAL	Placebo	Osteoarthritis	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT02009631	PHASE1	COMPLETED	A Study to Evaluate the Effects of Veliparib on Heart Rhythms in Patients With Solid Tumors	2013-12-09	2013-11-30	DRUG	Placebo	Breast Cancer | Colon Cancer | Gastric Cancer | Lung Cancer | Ovarian Cancer | Solid Tumors	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT01853033	PHASE1	COMPLETED	A Study to Evaluate the Safety, Tolerability and Pharmacokinetics of Multiple Subcutaneous Injections of ABT-122 in Subjects With Rheumatoid Arthritis	2013-05-10	2013-07-31	BIOLOGICAL	Placebo	Rheumatoid Arthritis	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT03145948	PHASE1	TERMINATED	A Study to Evaluate the Pharmacokinetics, Safety and Tolerability of ABBV-553 in Healthy Volunteers and in Subjects With Psoriasis and Efficacy of ABBV-553 in Subjects With Psoriasis	2017-05-05	2017-05-09	DRUG	Placebo	Psoriasis	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT02596217	PHASE1	COMPLETED	Safety, Tolerability and Pharmacokinetics of BI 655066/ABBV-066 (Risankizumab) in Healthy Asian and Caucasian Male Volunteers	2015-08-12	2015-08-31	DRUG	Placebo	Healthy	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT04127695	PHASE1	WITHDRAWN	A Study to Evaluate the Safety and Tolerability of ABBV-0805 in Patients With Parkinson's Disease	2019-10-09	2020-03-03	DRUG	Placebo ABBV-0805	Parkinson's Disease	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT03922607	PHASE1	COMPLETED	A Study to Evaluate the Pharmacokinetics, Safety and Tolerability of ABBV-157 in Healthy Volunteers and in Participants With Chronic Plaque Psoriasis	2019-04-18	2019-06-11	DRUG	Placebo for ABBV-157	Psoriasis	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT00850044	PHASE1	COMPLETED	Safety, Tolerability and PK Study of Single Doses of ABT-450 With and Without Ritonavir to Treat Hepatitis C Virus (HCV) Genotype 1	2009-02-20	2009-02-28	DRUG	Placebo for ritonavir	HCV Infection	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT01577550	PHASE1	COMPLETED	Single Rising Dose Study of BI 655066 in Patients With Moderate and Severe Psoriasis	2012-04-10	2012-04-30	DRUG	Placebo, i.v.	Psoriasis	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT01577550	PHASE1	COMPLETED	Single Rising Dose Study of BI 655066 in Patients With Moderate and Severe Psoriasis	2012-04-10	2012-04-30	DRUG	Placebo, s.c.	Psoriasis	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT02462525	PHASE1	TERMINATED	Dose-Escalation Study of ABBV-838, an Antibody Drug Conjugate, in Subjects With Relapsed and Refractory Multiple Myeloma	2015-05-26	2015-05-06	DRUG	Pomalidomide	Multiple Myeloma	AACT/ClinicalTrials.gov	CHEMBL43452	CHEMBL3833061	INHIBITOR	CRL4(CRBN) E3 ubiquitin ligase	CRBN	complex
ABBV	AbbVie	NCT02203773	PHASE1	TERMINATED	Study of ABT-199 (GDC-0199) in Combination With Azacitidine or Decitabine (Chemo Combo) in Subjects With Acute Myelogenous Leukemia (AML)	2014-07-10	2014-10-06	DRUG	Posaconazole	Acute Myelogenous Leukemia | Myelogenous Leukemia | Treatment Naive AML	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT01969682	PHASE1	WITHDRAWN	A Study to Assess the Effect of Rifampin on the Metabolism of ABT-199	2013-10-22	2014-04-30	DRUG	Rifampin	Non-Hodgkin's Lymphoma	AACT/ClinicalTrials.gov	CHEMBL374478	CHEMBL3575	INHIBITOR	DNA-directed RNA polymerase beta chain (rpoB)		bacterial
ABBV	AbbVie	NCT01121133	PHASE1	COMPLETED	A Study to Assess the Effect of Rifampin on the Metabolism of Navitoclax	2010-05-10	2010-05-31	DRUG	Rifampin	Lymphoma, Including Chronic Lymphocytic Leukemia | Solid Tumors	AACT/ClinicalTrials.gov	CHEMBL374478	CHEMBL3575	INHIBITOR	DNA-directed RNA polymerase beta chain (rpoB)		bacterial
ABBV	AbbVie	NCT02772601	PHASE1	COMPLETED	This Study Tests the Effect of Risankizumab on the Metabolism in the Liver of Five Additional Drugs to Study Possible Drug Interactions in Patients With Psoriasis With or Without Psoriatic Arthritis	2016-05-12	2016-09-15	DRUG	Risankizumab	Psoriasis	AACT/ClinicalTrials.gov	CHEMBL3990029	CHEMBL2364154	INHIBITOR	Interleukin-23 subunit alpha	IL23A	single_protein
ABBV	AbbVie	NCT01594229	PHASE1	COMPLETED	A Study Evaluating the Safety and Pharmacokinetics of ABT-199 in Combination With Bendamustine/Rituximab (BR) in Subjects With Relapsed or Refractory Non-Hodgkin's Lymphoma	2012-04-20	2012-05-21	DRUG	Rituximab	Non-Hodgkin's Lymphoma	AACT/ClinicalTrials.gov	CHEMBL1201576	CHEMBL2058	BINDING AGENT	B-lymphocyte antigen CD20	MS4A1	single_protein
ABBV	AbbVie	NCT01682616	PHASE1	COMPLETED	A Phase 1b Study Evaluating the Safety and Tolerability of ABT-199 in Combination With Rituximab in Subjects With Relapsed Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma	2012-06-26	2012-07-25	DRUG	Rituximab	Chronic Lymphocytic Leukemia | Small Lymphocytic Lymphoma	AACT/ClinicalTrials.gov	CHEMBL1201576	CHEMBL2058	BINDING AGENT	B-lymphocyte antigen CD20	MS4A1	single_protein
ABBV	AbbVie	NCT02819999	PHASE1	TERMINATED	A Study of Rovalpituzumab Tesirine (SC16LD6.5) in the Frontline Treatment of Patients With Extensive Stage Small Cell Lung Cancer	2016-06-27	2016-10-31	DRUG	Rovalpituzumab Tesirine	Small Cell Lung Cancer	AACT/ClinicalTrials.gov		CHEMBL2366517	INHIBITOR	Delta-like protein 3 (DLL3)	DLL3	single_protein
ABBV	AbbVie	NCT03000257	PHASE1	COMPLETED	A Study of Budigalimab (ABBV-181) in Participants With Advanced Solid Tumors	2016-12-15	2016-12-14	DRUG	Rovalpituzumab Tesirine	Advanced Solid Tumors	AACT/ClinicalTrials.gov		CHEMBL2366517	INHIBITOR	Delta-like protein 3 (DLL3)	DLL3	single_protein
ABBV	AbbVie	NCT03086239	PHASE1	COMPLETED	A Study on the Safety and Tolerability of Rovalpituzumab Tesirine in Japanese Patients With Advanced, Recurrent Small Cell Lung Cancer	2017-03-17	2017-04-28	DRUG	Rovalpituzumab tesirine	Small Cell Lung Cancer	AACT/ClinicalTrials.gov		CHEMBL2366517	INHIBITOR	Delta-like protein 3 (DLL3)	DLL3	single_protein
ABBV	AbbVie	NCT04041050	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating Safety and Tolerability, and Pharmacokinetics of Navitoclax Monotherapy and in Combination With Ruxolitinib in Participants With Myeloproliferative Neoplasm	2019-07-30	2019-11-08	DRUG	Ruxolitinib	Myeloproliferative Neoplasm	AACT/ClinicalTrials.gov	CHEMBL1789941	CHEMBL2835	INHIBITOR	Tyrosine-protein kinase JAK1	JAK1	single_protein
ABBV	AbbVie	NCT04041050	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating Safety and Tolerability, and Pharmacokinetics of Navitoclax Monotherapy and in Combination With Ruxolitinib in Participants With Myeloproliferative Neoplasm	2019-07-30	2019-11-08	DRUG	Ruxolitinib	Myeloproliferative Neoplasm	AACT/ClinicalTrials.gov	CHEMBL1789941	CHEMBL2971	INHIBITOR	Tyrosine-protein kinase JAK2	JAK2	single_protein
ABBV	AbbVie	NCT04041050	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating Safety and Tolerability, and Pharmacokinetics of Navitoclax Monotherapy and in Combination With Ruxolitinib in Participants With Myeloproliferative Neoplasm	2019-07-30	2019-11-08	DRUG	Ruxolitinib	Myeloproliferative Neoplasm	AACT/ClinicalTrials.gov	CHEMBL1789941	CHEMBL2148	INHIBITOR	Tyrosine-protein kinase JAK3	JAK3	single_protein
ABBV	AbbVie	NCT04041050	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating Safety and Tolerability, and Pharmacokinetics of Navitoclax Monotherapy and in Combination With Ruxolitinib in Participants With Myeloproliferative Neoplasm	2019-07-30	2019-11-08	DRUG	Ruxolitinib	Myeloproliferative Neoplasm	AACT/ClinicalTrials.gov	CHEMBL1789941	CHEMBL3553	INHIBITOR	Non-receptor tyrosine-protein kinase TYK2	TYK2	single_protein
ABBV	AbbVie	NCT03138408	PHASE1	TERMINATED	SC-004 Alone or With ABBV-181 in Subjects With Epithelial Ovarian, Fallopian Tube, Primary Peritoneal and Endometrial Cancers	2017-05-01	2017-06-14	DRUG	SC-004	Cancer	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT03316794	PHASE1	TERMINATED	A Study of SC-005 in Subjects With Triple Negative Breast Cancer (TNBC)	2017-10-18	2018-01-04	DRUG	SC-005	Breast Cancer	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT03035279	PHASE1	TERMINATED	A Study of SC-006 and in Combination With ABBV-181 in Subjects With Advanced Colorectal Cancer	2017-01-23	2017-03-08	DRUG	SC-006	Colorectal Cancer	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT03253185	PHASE1	TERMINATED	A Study of SC-007 in Subjects With Advanced Cancer	2017-08-14	2017-09-13	DRUG	SC-007	Colorectal Cancer (CRC) | Gastric Cancer	AACT/ClinicalTrials.gov						
ABBV	AbbVie	NCT02099058	PHASE1	ACTIVE_NOT_RECRUITING	A Study Evaluating the Safety, Pharmacokinetics (PK), and Preliminary Efficacy of ABBV-399 in Participants With Advanced Solid Tumors	2014-03-26	2014-01-15	DRUG	Telisotuzumab vedotin	Advanced Solid Tumors Cancer	AACT/ClinicalTrials.gov						
