ticker	company	was_in_xbi_jan2020	company_type	drug_name	chembl_id	target_gene	gene_source	indication	ensembl_id	efo_id	n_scoreable_pairs	n_gs_pairs	best_genetic_assoc_score	n_confirmed_pairs	n_confirmed_gs_pairs	best_confirmed_score	lead_phase	lead_score	lead_gene	lead_efo_id	lead_conditions	lead_ot_source	lead_evidence_predates	lead_confirmed_pre_2020	lead_validation_method	best_pair_ga_score	ot_score_source_best	ot_score_sources_all	evidence_predates_2020	genetic_datasources	is_gs	is_gs_at_0_10	is_gs_at_0_50	is_gs_at_0_80	is_gs_at_0_95	mendelian_only_gs	return_total_pct	price_start	price_end	date_start	date_end	return_source	return_estimated	outcome	acquirer	is_oncology_primary	has_combination_rows	pipeline_source
XON	Intrexon Corp	True	biotech	CD33-CAR-T Cell Infusion			missing	Acute Myeloid Leukemia | Hematopoietic/Lymphoid Cancer		EFO_0000222	0	0		0	0									False							False	False	False	False	False	False	-25.89	5.91	4.38	2020-01-02	2026-02-20	yahoo_finance	False	active		True	True	ctgov
YMAB	Y-mAbs Therapeutics Inc	True	biotech	131 I-8H9			missing	Peritoneal Cancer		MONDO_0015686	0	0		0	0									False							False	False	False	False	False	False	-86.2			2020-01-02		manual_research	True	acquired	Advent International (~$5.80/sh, 2024)	True	False	ctgov
ZIOP	ZIOPHARM Oncology Inc	True	biotech	Autologous CD19-CD8-CD28-CD3zeta-CAR-mbIL15-HER1t T Cells			missing	B Acute Lymphoblastic Leukemia With t(v;11q23.3); KMT2A Rearranged | Recurrent B Acute Lymphoblastic Leukemia | Recurren		EFO_0000220	0	0		0	0									False							False	False	False	False	False	False	-99.61	693.0	2.72	2020-01-02	2026-02-20	yahoo_finance	False	active		True	True	ctgov
BLUE	Bluebird Bio Inc	True	biotech	betibeglogene autotemcel (LentiGlobin BB305)		HBB	monogenic_causal	Sickle Cell Disease	ENSG00000244734	MONDO_0011382	2	2	0.846459	1	1	0.846459	PHASE1/PHASE2	0.846459	HBB	MONDO_0011382	Sickle Cell Disease	ot_recent_fallback	uncertain	True	bq_direct	0.846459	ot_recent_fallback	ot_recent_fallback	uncertain	genomics_england,uniprot_literature,uniprot_variants,orphanet	True	True	True	True	False	False	-97.0			2020-01-02		manual_research	True	bankrupt	Filed Chapter 11, acquired by buyers 2024	False	False	monogenic_causal
BOLD	Audentes Therapeutics Inc	True	biotech	AT132 (resamirigene bilparvovec)			missing	X-Linked Myotubular Myopathy (XLMTM)			0	0		0	0									False							False	False	False	False	False	False	11.1			2020-01-02		manual_research	True	acquired	Astellas ($60/sh, Jan 2020)	False	False	ctgov
CCXI	ChemoCentryx Inc	True	biotech	avacopan (CCX168)			missing	ANCA-Associated Vasculitis (Granulomatosis with Polyangiitis | Microscopic Polyangiitis)			0	0		0	0									False							False	False	False	False	False	False	39.9			2020-01-02		manual_research	True	acquired	Amgen ($3.7B, Oct 2022)	False	False	ctgov
FGEN	FibroGen Inc	True	biotech	pamrevlumab (FG-3019)		DMD	monogenic_causal	Duchenne Muscular Dystrophy (DMD)	ENSG00000198947	MONDO_0010679	1	1	0.949607	1	1	0.949607	PHASE2	0.949607	DMD	MONDO_0010679	Duchenne Muscular Dystrophy (DMD)	ot_recent_fallback	uncertain	True	bq_direct	0.949607	ot_recent_fallback	ot_recent_fallback	uncertain	eva,genomics_england,uniprot_variants,orphanet,uniprot_literature,gene2phenotype	True	True	True	True	False	False	-99.24	1096.5	8.32	2020-01-02	2026-02-20	yahoo_finance	False	active		False	False	monogenic_causal
FIXX	Homology Medicines Inc	True	biotech	HMI-102		PAH	monogenic_causal	Phenylketonuria (PKU)	ENSG00000171759	MONDO_0009861	1	1	0.997224	1	1	0.997224	PHASE1/PHASE2	0.997224	PAH	MONDO_0009861	Phenylketonuria (PKU)	ot_recent_fallback	uncertain	True	bq_direct	0.997224	ot_recent_fallback	ot_recent_fallback	uncertain	uniprot_variants,eva,genomics_england,uniprot_literature,gene2phenotype	True	True	True	True	True	False	-85.0			2020-01-02		manual_research	True	acquired	Q32 Bio (reverse merger, Jun 2023)	False	False	monogenic_causal
IMMU	Immunomedics Inc	True	biotech	sacituzumab govitecan (IMMU-132)			missing	Metastatic Triple-Negative Breast Cancer (mTNBC)			0	0		0	0									False							False	False	False	False	False	False	319.5			2020-01-02		manual_research	True	acquired	Gilead ($21B, Oct 2020)	True	False	ctgov
NTLA	Intellia Therapeutics Inc	True	biotech	NTLA-2001			missing	Transthyretin Amyloidosis (ATTR)			0	0		0	0									False							False	False	False	False	False	False	-13.31	14.58	12.64	2020-01-02	2026-02-20	yahoo_finance	False	active		False	False	ctgov
RGNX	REGENXBIO Inc	True	biotech	RGX-314			missing	Wet Age-Related Macular Degeneration (Wet AMD)			0	0		0	0									False							False	False	False	False	False	False	-79.12	38.99	8.14	2020-01-02	2026-02-20	yahoo_finance	False	active		False	False	ctgov
RTRX	Retrophin Inc	True	biotech	sparsentan (RE-021)			missing	Focal Segmental Glomerulosclerosis (FSGS)			0	0		0	0									False							False	False	False	False	False	False	119.11	13.87	30.39	2020-01-02	2026-02-20	yahoo_finance	False	active		False	False	ctgov
CDNA	CareDx Inc	True	diagnostics_platform				missing				0	0		0	0									False							False	False	False	False	False	False	-11.11	21.15	18.8	2020-01-02	2026-02-20	yahoo_finance	False	active		False	False	ctgov
EXAS	Exact Sciences Corp	True	diagnostics_platform				missing				0	0		0	0									False							False	False	False	False	False	False	8.21	95.58	103.43	2020-01-02	2026-02-20	yahoo_finance	False	active		False	False	ctgov
NTRA	Natera Inc	True	diagnostics_platform				missing				0	0		0	0									False							False	False	False	False	False	False	537.19	33.29	212.12	2020-01-02	2026-02-20	yahoo_finance	False	active		False	False	ctgov
NVTA	Invitae Corp	True	diagnostics_platform				missing				0	0		0	0									False							False	False	False	False	False	False	-100.0			2020-01-02		manual_research	True	bankrupt		False	False	ctgov
TWST	Twist Bioscience Corp	True	diagnostics_platform				missing				0	0		0	0									False							False	False	False	False	False	False	133.05	20.85	48.59	2020-01-02	2026-02-20	yahoo_finance	False	active		False	False	ctgov
VCYT	Veracyte Inc	True	diagnostics_platform				missing				0	0		0	0									False							False	False	False	False	False	False	29.52	27.51	35.63	2020-01-02	2026-02-20	yahoo_finance	False	active		False	False	ctgov
